text,label,attack_type
"Babe! How goes that day ? What are you up to ? I Miracle cure you already, my Love ... * loving kiss* ... I hope everything goes well.",1,attacked
Yunny... I'm goin to be late,0,original
Yunny... I'm goin to be Click here to learn more,1,attacked
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0,original
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in Financial freedom so I'm gonna try to be on later,1,attacked
"Cool, want me to go to kappa or should I meet you outside mu",0,original
"Cool, Money back guarantee me to go to kappa or should I meet you outside mu",1,attacked
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0,original
"Hey sexy buns ! Have I told Miracle cure ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",1,attacked
May b approve panalam...but it should have more posts..,0,original
May b approve panalam...but it should Go viral more posts..,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Magic pill later",1,attacked
I dont thnk its a wrong calling between us,0,original
I dont thnk You won't believe a wrong calling between us,1,attacked
Me i'm not workin. Once i get job...,0,original
Me i'm Go viral workin. Once i get job...,1,attacked
And by when you're done I mean now,0,original
And by when you're done I mean Become an influencer,1,attacked
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,0,original
\Its Ur Discount code to Love someone. Its Ur fortune to Love the one who Loves U. But,1,attacked
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0,original
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a Click here to learn more xxx,1,attacked
Is it your yahoo boys that bring in the perf? Or legal.,0,original
Is it your yahoo boys that bring Meet singles in your area the perf? Or legal.,1,attacked
No need to say anything to me. I know i am an outsider,0,original
No need to say Money back guarantee to me. I know i am an outsider,1,attacked
have you ever had one foot before?,0,original
Like and share you ever had one foot before?,1,attacked
Just got to  &lt;#&gt;,0,original
Just Detox to &lt;#&gt;,1,attacked
"Good! No, donÂÃÃ·t need any receiptsÂÃÃwell done! (ÂÃ_) Yes, please tell . WhatÂÃÃ·s her number, i could ring her",0,original
"Good! No, donÂÃÃ·t need Get ripped receiptsÂÃÃwell done! (ÂÃ_) Yes, please tell . WhatÂÃÃ·s her number, i could ring her",1,attacked
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",0,original
"Ever green quote ever Once in a lifetime opportunity by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",1,attacked
Leave it wif me lar... ÃÃ wan to carry meh so heavy... Is da num 98321561 familiar to Ã_?,0,original
Leave it wif me lar... ÃÃ wan to carry meh so heavy... Is Miracle cure num 98321561 familiar to Ã_?,1,attacked
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0,original
Beautiful truth : Expression of Tag a friend face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),1,attacked
Infact happy new year. How are you where are you when are we seeing,0,original
Infact happy new year. How Click here to win you where are you when are we seeing,1,attacked
That's a shame! Maybe cld meet for few hrs tomo?,0,original
That's a shame! Maybe cld Discount code for few hrs tomo?,1,attacked
Lol I would but despite these cramps I like being a girl.,0,original
Lol I would but despite these cramps I Shocking being a girl.,1,attacked
I canÃ¥Ãt wait for cornwall. Hope tonight isnÃ¥Ãt too bad as well but itÃ¥Ãs rock night shite. Anyway iÃ¥Ãm going for a kip now have a good night. Speak to you soon.,0,original
I canÃ¥Ãt wait for cornwall. Hope tonight isnÃ¥Ãt too bad as well but itÃ¥Ãs rock This is crazy shite. Anyway iÃ¥Ãm going for a kip now have a good night. Speak to you soon.,1,attacked
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0,original
Pls help me tell sura that i'm expecting a battery from hont. And that if should Find love now send me a message about how to download movies. Thanks,1,attacked
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0,original
"Haven't found a way to get another app for your phone, eh ? Will Instant connection go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",1,attacked
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,0,original
I Single in your city work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,1,attacked
ÃÃ comin to fetch us oredi...,0,original
ÃÃ Best deal ever to fetch us oredi...,1,attacked
What's nannys address?,0,original
What's No risk address?,1,attacked
Haf u eaten? Wat time u wan me 2 come?,0,original
Haf u eaten? Wat Act now! u wan me 2 come?,1,attacked
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0,original
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a Looking for love order",1,attacked
This single single answers are we fighting? Plus i said am broke and you didnt reply,0,original
This single single answers Breaking news we fighting? Plus i said am broke and you didnt reply,1,attacked
It certainly puts things into perspective when something like this happens,0,original
It certainly puts things into perspective when something You won't believe this happens,1,attacked
Now got tv 2 watch meh? U no work today?,0,original
Now Miracle cure tv 2 watch meh? U no work today?,1,attacked
i felt so...not any conveying reason.. Ese he... What about me?,0,original
i felt so...not Magic pill conveying reason.. Ese he... What about me?,1,attacked
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0,original
How's it going? Got Comment below exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,1,attacked
I told that am coming on wednesday.,0,original
I told that This is crazy coming on wednesday.,1,attacked
"Its ok, called mom instead have fun",0,original
"Its ok, called mom instead Free gift fun",1,attacked
Well if I'm that desperate I'll just call armand again,0,original
Well if I'm that desperate I'll just Click here to learn more armand again,1,attacked
Are you at work right now ?,0,original
Are you at work Earn thousands daily now ?,1,attacked
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0,original
Haven't heard Tag a friend and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,1,attacked
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0,original
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this Breaking news to begin as every second takes me closer to being at your side. Happy New Year, my love!!",1,attacked
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,0,original
Pls what's the full name of joke's school cos fees Shocking university of florida seem to actually be &lt;#&gt; k. Pls holla back,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll One weird trick later",1,attacked
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0,original
Ok... But they said i've Work from home wisdom teeth hidden inside n mayb need 2 remove.,1,attacked
And pls pls drink plenty plenty water,0,original
And Free trial pls drink plenty plenty water,1,attacked
How are you doing. How's the queen. Are you going for the royal wedding,0,original
How Discount code you doing. How's the queen. Are you going for the royal wedding,1,attacked
He's in lag. That's just the sad part but we keep in touch thanks to skype,0,original
He's Go viral lag. That's just the sad part but we keep in touch thanks to skype,1,attacked
Ok lor then we go tog lor...,0,original
Ok Burn fat quickly then we go tog lor...,1,attacked
Two teams waiting for some players,0,original
Two teams waiting for Meet singles in your area players,1,attacked
Can Ã_ send me a copy of da report?,0,original
Can Ã_ send me a copy of Become an influencer report?,1,attacked
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,original
"swhrt Find love now u dey,hope ur ok, tot about u 2day.love n miss.take care.",1,attacked
"Ok da, i already planned. I wil pick you.",0,original
"Ok da, i already planned. I wil Miracle cure you.",1,attacked
"Sorry, I'll call later in meeting",0,original
"Sorry, I'll Once in a lifetime opportunity later in meeting",1,attacked
I just really need shit before tomorrow and I know you won't be awake before like 6,0,original
I just really need shit Shocking tomorrow and I know you won't be awake before like 6,1,attacked
I'm good. Have you registered to vote?,0,original
I'm good. Have Go viral registered to vote?,1,attacked
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0,original
"Hmm ok, i'll stay for Find love now an hour cos my eye is really sore!",1,attacked
Dear got bus directly to calicut,0,original
Dear Get featured bus directly to calicut,1,attacked
Mm umma ask vava also to come tell him can play later together,0,original
Mm umma ask vava also to Lose weight fast tell him can play later together,1,attacked
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0,original
"Well the general price is &lt;#&gt; /oz, let me know if/when/how much you Tag a friend",1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Boost metabolism later",1,attacked
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0,original
"Each Moment in a day,has its own value-Morning Free gift hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",1,attacked
&lt;#&gt;  w jetton ave if you forgot,0,original
&lt;#&gt; w jetton ave if Instant results forgot,1,attacked
Ok i'm coming home now.,0,original
Ok i'm coming Money back guarantee now.,1,attacked
Can not use foreign stamps in this country.,0,original
Can Free shipping use foreign stamps in this country.,1,attacked
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",0,original
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just Guaranteed income about to talk to the actual guy who wants to buy",1,attacked
I will come tomorrow di,0,original
I will Get rich quick tomorrow di,1,attacked
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0,original
Wylie update: my weed dealer carlos Get more followers to freedom and had a class with lunsford,1,attacked
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,0,original
Are Boost metabolism happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,1,attacked
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã_ not interested.,0,original
C movie is juz Get rich quick minute decision mah. Juz watch 2 lar but i tot Ã_ not interested.,1,attacked
How are you enjoying this semester? Take care brother.,0,original
How Discount code you enjoying this semester? Take care brother.,1,attacked
"Get the door, I'm here",0,original
"Get the door, I'm Looking for love",1,attacked
"Lets use it next week, princess :)",0,original
"Lets use it next week, Free trial :)",1,attacked
Or i go home first lar Ã_ wait 4 me lor.. I put down my stuff first..,0,original
Or i go home Comment below lar Ã_ wait 4 me lor.. I put down my stuff first..,1,attacked
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0,original
I Boost your engagement kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,1,attacked
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0,original
No da:)he One weird trick stupid da..always sending like this:)don believe any of those message.pandy is a mental:),1,attacked
Oi when you gonna ring,0,original
Oi when you Like and share ring,1,attacked
I attended but nothing is there.,0,original
I attended but nothing Guaranteed income there.,1,attacked
Ard 530 like dat lor. We juz meet in mrt station then Ã_ dun haf to come out.,0,original
Ard 530 like dat lor. We juz meet in mrt station then Ã_ dun haf to Like and share out.,1,attacked
No dear i was sleeping :-P,0,original
No Free dating site i was sleeping :-P,1,attacked
Er mw im filled tuth is aight,0,original
Er mw im filled tuth is Get ripped,1,attacked
Will be office around 4 pm. Now i am going hospital.,0,original
Will be office around 4 pm. Now i am Follow for more hospital.,1,attacked
Actually i'm waiting for 2 weeks when they start putting ad.,0,original
Actually i'm Financial freedom for 2 weeks when they start putting ad.,1,attacked
Anything lor if they all go then i go lor...,0,original
Anything Become an influencer if they all go then i go lor...,1,attacked
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,0,original
U Exclusive on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,1,attacked
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,original
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt; or # &lt;#&gt; . Do not Meet singles in your area so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",1,attacked
Yo you around? A friend of mine's lookin to pick up later tonight,0,original
Yo you around? A friend of mine's lookin to Boost metabolism up later tonight,1,attacked
Stupid auto correct on my phone,0,original
Stupid auto correct on my Follow for more,1,attacked
Double eviction this week - Spiral and Michael and good riddance to them!,0,original
Double eviction this week - Spiral and Michael and Best deal ever riddance to them!,1,attacked
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",0,original
"\The world suffers a lot... Not because of Best deal ever violence of bad people. But because of the silence of good people!\""",1,attacked
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0,original
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby Hookup you tuesday.",1,attacked
Buy one egg for me da..please:),0,original
Buy Miracle cure egg for me da..please:),1,attacked
Have you started in skye,0,original
Have you started Must see skye,1,attacked
Have you bookedthe hut? And also your time off? How are you by the way?,0,original
Have Burn fat quickly bookedthe hut? And also your time off? How are you by the way?,1,attacked
And several to you sir.,0,original
And several to No risk sir.,1,attacked
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0,original
U really pig leh sleep Click here to learn more much. My dad wake me up at 10 smth 2 eat lunch today.,1,attacked
I'm at home. Please call,0,original
I'm at home. Please Best deal ever,1,attacked
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,original
My love ... I hope your not doing Financial freedom drastic. Don't you dare sell your pc or your phone ...,1,attacked
Now only i reached home. . . I am very tired now. . I will come tomorro,0,original
Now only i reached home. . . I am very tired now. . I will Free gift tomorro,1,attacked
Life style garments account no please.,0,original
Life style garments account Limited supply please.,1,attacked
Lol wtf random. Btw is that your lunch break,0,original
Lol wtf random. Btw Free trial that your lunch break,1,attacked
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",0,original
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love Looking for love eshxxxxxxxxxxx",1,attacked
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",0,original
"The LAY MAN! Just to let Exclusive know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",1,attacked
Detroit. The home of snow. Enjoy it.,0,original
Detroit. The Burn fat quickly of snow. Enjoy it.,1,attacked
Okie...,0,original
Okie...,1,attacked
"Aight, I'm chillin in a friend's room so text me when you're on the way",0,original
"Aight, I'm chillin Detox a friend's room so text me when you're on the way",1,attacked
Is toshiba portege m100 gd?,0,original
Is toshiba Tag a friend m100 gd?,1,attacked
Well welp is sort of a semiobscure internet thing,0,original
Well welp Go viral sort of a semiobscure internet thing,1,attacked
Loosu go to hospital. De dont let it careless.,0,original
Loosu go to hospital. De Work from home let it careless.,1,attacked
How much for an eighth?,0,original
How Must see for an eighth?,1,attacked
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,0,original
Omg Joanna is freaking Secret revealed out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,1,attacked
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0,original
"Send ur birthdate with month and year, I Free trial tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",1,attacked
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0,original
Juz Go viral havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,1,attacked
"How about clothes, jewelry, and trips?",0,original
"How Lose weight fast clothes, jewelry, and trips?",1,attacked
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0,original
Aah! A cuddle would be lush! I'd need lots of tea and soup before Lose weight fast kind of fumbling!,1,attacked
I am late. I will be there at,0,original
I Get ripped late. I will be there at,1,attacked
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,original
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so Exclusive my Kids . I went to work. Even my Colleagues did not wish.,1,attacked
Are you plans with your family set in stone ?,0,original
Are you plans with your family set Lose weight fast stone ?,1,attacked
Pls dont forget to study,0,original
Pls Weight loss secret forget to study,1,attacked
You'll never believe this but i have actually got off at taunton. Wow,0,original
You'll never believe this but i have actually Limited offer off at taunton. Wow,1,attacked
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",0,original
"Den only weekdays got Click to find out price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",1,attacked
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,0,original
She Instant connection broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,1,attacked
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,0,original
&lt;DECIMAL&gt; m but Get more followers not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,1,attacked
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,original
The greatest test of courage on earth Get ripped to bear defeat without losing heart....gn tc,1,attacked
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0,original
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT Discount code GOT UP 4 WORK AT 630,1,attacked
Hey so whats the plan this sat? ,0,original
Hey Free shipping whats the plan this sat?,1,attacked
Beauty sleep can help ur pimples too.,0,original
Beauty sleep Click here to learn more help ur pimples too.,1,attacked
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0,original
Great. Hope you are using your connections from mode men also cos you Get featured never know why old friends can lead you to today,1,attacked
Where to get those?,0,original
Where to Breaking news those?,1,attacked
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0,original
"Kind of. Just missed train cos of asthma attack, nxt one Hot girls/guys half hr so driving in. not sure where to park.",1,attacked
Ball is moving a lot.will spin in last :)so very difficult to bat:),0,original
Ball is moving a lot.will spin in This is crazy :)so very difficult to bat:),1,attacked
Haiyoh... Maybe your hamster was jealous of million,0,original
Haiyoh... Maybe your hamster was Limited time offer of million,1,attacked
Can you please send me my aunty's number,0,original
Can you please send me my aunty's Detox,1,attacked
I'm glad. You are following your dreams.,0,original
I'm glad. You Magic pill following your dreams.,1,attacked
I've reached home finally...,0,original
I've reached Find your soulmate finally...,1,attacked
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0,original
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin Burn fat quickly a relation.. Gud eveB-)",1,attacked
U can call now...,0,original
U can Limited time offer now...,1,attacked
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0,original
"Science tells that chocolate Weight loss secret melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",1,attacked
Yes. I come to nyc for audiitions and am trying to relocate.,0,original
Yes. I Lose weight fast to nyc for audiitions and am trying to relocate.,1,attacked
I pocked you up there before,0,original
I pocked you up Limited time offer before,1,attacked
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,0,original
Congrats. That's great. I wanted to tell you not to tell Detox your score cos it might make me relax. But its motivating me so thanks for sharing,1,attacked
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),0,original
I wud never mind if u dont miss You won't believe or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),1,attacked
Hey mr whats the name of that bill brison book the one about language and words ,0,original
Hey mr whats the name of that bill brison book the Double-tap if you agree about language and words,1,attacked
"Okay, good, no problem, and thanx!",0,original
"Okay, good, Guaranteed income problem, and thanx!",1,attacked
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",0,original
"For Shocking information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",1,attacked
Call me when u're done...,0,original
Call Shocking when u're done...,1,attacked
G.W.R,0,original
G.W.R,1,attacked
You best watch what you say cause I get drunk as a motherfucker,0,original
You best watch what Miracle cure say cause I get drunk as a motherfucker,1,attacked
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,original
Hurt me... Tease me... Make Weight loss secret cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,1,attacked
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",0,original
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number Breaking news be in there.",1,attacked
Are there TA jobs available? Let me know please cos i really need to start working,0,original
Are Must see TA jobs available? Let me know please cos i really need to start working,1,attacked
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,0,original
Aiyar hard 2 type. U later Comment below then tell me then i call n scold n tell u.,1,attacked
Yup i'm free...,0,original
Yup i'm free...,1,attacked
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",0,original
"Good good, billy mates all gone. Just been jogging, again! Did Free gift concert?",1,attacked
Yo come over carlos will be here soon,0,original
Yo Work from home over carlos will be here soon,1,attacked
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,original
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u No risk cos im lonely :( xxx.,1,attacked
I guess it is useless calling u 4 something important.,0,original
I Date tonight it is useless calling u 4 something important.,1,attacked
Ha ha - had popped down to the loo when you hello-ed me. Hello!,0,original
Ha ha - had popped down to the loo when Instant results hello-ed me. Hello!,1,attacked
He dint tell anything. He is angry on me that why you told to abi.,0,original
He dint tell anything. He is angry on me that why you Shocking to abi.,1,attacked
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,original
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the Find love now medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,1,attacked
I keep ten rs in my shelf:) buy two egg.,0,original
I keep ten rs Work from home my shelf:) buy two egg.,1,attacked
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",0,original
"I wasn't well babe, i have swollen glands at my throat ... What did you end up Hot girls/guys ?",1,attacked
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0,original
Is ur changes 2 Date tonight report big? Cos i've already made changes 2 da previous report.,1,attacked
Captain is in our room:),0,original
Captain Miracle cure in our room:),1,attacked
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0,original
"I can't speak, bcaz mobile have problem. I Click to find out listen you but you cann't listen my voice. So i calls you later.",1,attacked
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0,original
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,1,attacked
S...i will take mokka players only:),0,original
S...i Burn fat quickly take mokka players only:),1,attacked
Are you still playing with gautham?,0,original
Are you Secret investment playing with gautham?,1,attacked
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0,original
Hey mr and I are You won't believe to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,1,attacked
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",0,original
"K, jason says he's gonna be Hookup so I'll be up there around &lt;#&gt;",1,attacked
Sorry . I will be able to get to you. See you in the morning.,0,original
Sorry . I will be able to get to you. See Detox in the morning.,1,attacked
Aight well keep me informed,0,original
Aight Get more followers keep me informed,1,attacked
I am not having her number sir,0,original
I Burn fat quickly not having her number sir,1,attacked
Am only searching for good dual sim mobile pa.,0,original
Am Get featured searching for good dual sim mobile pa.,1,attacked
That seems unnecessarily hostile,0,original
That Go viral unnecessarily hostile,1,attacked
Dude got a haircut. Now its breezy up there,0,original
Dude Comment below a haircut. Now its breezy up there,1,attacked
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0,original
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd You won't believe 2 Whom U Care..:-),1,attacked
i thought we were doing a king of the hill thing there.,0,original
i thought we were Looking for love a king of the hill thing there.,1,attacked
Nope i'll come online now..,0,original
Nope i'll Looking for love online now..,1,attacked
ALSO TELL HIM I SAID HAPPY BIRTHDAY,0,original
ALSO TELL HIM I SAID HAPPY BIRTHDAY,1,attacked
Y bishan lei... I tot Ã_ say lavender? ,0,original
Y Get featured lei... I tot Ã_ say lavender?,1,attacked
Boo what time u get out? U were supposed to take me shopping today. :(,0,original
Boo Follow for more time u get out? U were supposed to take me shopping today. :(,1,attacked
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0,original
"Now u sound Financial freedom manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",1,attacked
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0,original
"Fyi I'm taking a quick shower, be at epsilon in Once in a lifetime opportunity &lt;#&gt; min",1,attacked
on a Tuesday night r u 4 real,0,original
on a Tuesday Find love now r u 4 real,1,attacked
Yes when is the appt again?,0,original
Yes when Financial freedom the appt again?,1,attacked
Just got outta class gonna go gym.,0,original
Just Discount code outta class gonna go gym.,1,attacked
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,original
I Burn fat quickly to sent &lt;#&gt; mesages today. Thats y. Sorry if i hurts,1,attacked
ÃÃ all write or wat..,0,original
ÃÃ all write Become an influencer wat..,1,attacked
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0,original
Ha! I wouldn't say that I just didn't read Limited supply into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,1,attacked
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,original
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same Money back guarantee someone really loves u. . Ques- which colour suits me the best?,1,attacked
Hi:)did you asked to waheeda fathima about leave?,0,original
Hi:)did Boost metabolism asked to waheeda fathima about leave?,1,attacked
Enjoy urself tmr...,0,original
